88|12
44|33
44|26
29|91
29|23
29|84
19|17
19|84
19|53
19|79
23|48
23|31
23|12
23|72
23|98
18|44
18|88
18|94
18|41
18|83
18|31
26|48
26|43
26|86
26|87
26|15
26|24
26|27
86|55
86|91
86|74
86|98
86|13
86|48
86|36
86|67
13|43
13|49
13|53
13|94
13|88
13|24
13|19
13|16
13|72
42|21
42|23
42|75
42|67
42|54
42|36
42|62
42|58
42|84
42|29
72|53
72|16
72|17
72|79
72|52
72|38
72|29
72|94
72|45
72|83
72|19
94|61
94|35
94|12
94|16
94|75
94|31
94|17
94|78
94|44
94|29
94|33
94|52
58|67
58|37
58|18
58|49
58|72
58|23
58|13
58|74
58|43
58|95
58|91
58|48
58|55
67|52
67|55
67|27
67|33
67|94
67|43
67|23
67|31
67|41
67|19
67|72
67|45
67|18
67|21
35|55
35|37
35|95
35|74
35|87
35|21
35|89
35|86
35|43
35|26
35|67
35|15
35|13
35|58
35|18
98|78
98|75
98|17
98|94
98|44
98|62
98|12
98|33
98|61
98|29
98|79
98|42
98|38
98|53
98|31
98|45
84|49
84|13
84|72
84|67
84|48
84|23
84|89
84|94
84|24
84|15
84|95
84|91
84|74
84|86
84|55
84|27
84|21
53|58
53|86
53|35
53|91
53|17
53|79
53|16
53|87
53|37
53|62
53|36
53|15
53|12
53|78
53|26
53|67
53|75
53|89
79|95
79|86
79|89
79|58
79|27
79|67
79|18
79|36
79|87
79|26
79|84
79|43
79|35
79|21
79|23
79|13
79|48
79|74
79|49
55|31
55|18
55|42
55|45
55|49
55|72
55|24
55|12
55|98
55|41
55|13
55|44
55|94
55|52
55|43
55|17
55|38
55|61
55|19
55|88
38|26
38|29
38|84
38|42
38|54
38|79
38|53
38|52
38|75
38|33
38|17
38|45
38|41
38|88
38|19
38|58
38|61
38|83
38|78
38|62
38|16
24|38
24|16
24|78
24|83
24|98
24|88
24|19
24|12
24|53
24|44
24|94
24|62
24|35
24|41
24|52
24|79
24|54
24|33
24|29
24|31
24|45
24|17
21|13
21|18
21|41
21|45
21|53
21|38
21|55
21|94
21|24
21|48
21|98
21|43
21|49
21|19
21|52
21|61
21|23
21|88
21|44
21|31
21|83
21|33
21|72
15|88
15|41
15|55
15|18
15|89
15|23
15|48
15|31
15|72
15|43
15|44
15|27
15|21
15|38
15|19
15|98
15|13
15|74
15|94
15|52
15|49
15|83
15|24
15|67
33|16
33|89
33|54
33|84
33|91
33|53
33|86
33|26
33|75
33|37
33|12
33|74
33|58
33|87
33|35
33|36
33|15
33|95
33|17
33|29
33|78
33|79
33|62
33|42
74|49
74|83
74|31
74|72
74|98
74|67
74|52
74|61
74|43
74|94
74|24
74|18
74|19
74|23
74|55
74|13
74|27
74|44
74|88
74|21
74|45
74|38
74|48
74|41
36|15
36|94
36|44
36|24
36|48
36|21
36|18
36|13
36|55
36|49
36|98
36|27
36|41
36|38
36|23
36|67
36|95
36|89
36|88
36|43
36|31
36|72
36|52
36|74
27|52
27|94
27|61
27|38
27|41
27|24
27|18
27|19
27|44
27|49
27|43
27|33
27|83
27|45
27|12
27|16
27|48
27|13
27|72
27|98
27|53
27|55
27|88
27|31
87|21
87|27
87|94
87|48
87|43
87|49
87|58
87|67
87|13
87|72
87|15
87|36
87|91
87|24
87|86
87|18
87|95
87|37
87|55
87|89
87|44
87|98
87|74
87|23
45|16
45|36
45|75
45|62
45|95
45|54
45|35
45|84
45|87
45|86
45|58
45|79
45|17
45|12
45|29
45|15
45|33
45|26
45|53
45|37
45|61
45|78
45|91
45|42
43|62
43|16
43|45
43|94
43|41
43|98
43|53
43|61
43|52
43|24
43|54
43|19
43|17
43|78
43|33
43|42
43|29
43|88
43|12
43|38
43|72
43|83
43|44
43|31
37|95
37|48
37|43
37|41
37|23
37|67
37|31
37|55
37|13
37|74
37|98
37|18
37|36
37|44
37|38
37|89
37|15
37|49
37|21
37|24
37|27
37|72
37|94
37|91
49|94
49|83
49|24
49|16
49|72
49|61
49|44
49|17
49|41
49|54
49|78
49|98
49|62
49|42
49|19
49|33
49|12
49|38
49|53
49|45
49|31
49|88
49|43
49|52
52|88
52|16
52|33
52|26
52|42
52|17
52|35
52|62
52|84
52|54
52|87
52|37
52|19
52|75
52|83
52|53
52|12
52|78
52|86
52|45
52|61
52|58
52|79
52|29
16|67
16|23
16|42
16|91
16|17
16|79
16|37
16|95
16|29
16|89
16|36
16|62
16|26
16|87
16|78
16|75
16|21
16|15
16|35
16|86
16|54
16|84
16|74
16|58
83|17
83|45
83|79
83|37
83|35
83|16
83|91
83|36
83|19
83|78
83|54
83|84
83|42
83|75
83|29
83|26
83|87
83|33
83|61
83|62
83|86
83|53
83|58
83|12
62|29
62|58
62|21
62|74
62|35
62|55
62|79
62|23
62|27
62|86
62|95
62|36
62|26
62|84
62|18
62|75
62|67
62|89
62|91
62|87
62|15
62|48
62|13
62|37
61|87
61|79
61|86
61|26
61|29
61|12
61|53
61|75
61|36
61|84
61|62
61|35
61|16
61|37
61|17
61|54
61|15
61|58
61|42
61|95
61|78
61|91
61|33
61|89
75|95
75|74
75|67
75|13
75|37
75|49
75|58
75|87
75|23
75|89
75|26
75|27
75|15
75|21
75|72
75|55
75|48
75|84
75|91
75|18
75|43
75|24
75|36
75|86
48|52
48|83
48|45
48|31
48|44
48|53
48|88
48|98
48|61
48|55
48|43
48|33
48|18
48|72
48|16
48|13
48|42
48|24
48|41
48|94
48|38
48|19
48|12
48|49
17|62
17|91
17|75
17|37
17|26
17|35
17|29
17|23
17|84
17|36
17|58
17|15
17|78
17|67
17|48
17|89
17|54
17|95
17|86
17|79
17|27
17|74
17|21
17|87
31|88
31|29
31|16
31|45
31|75
31|79
31|84
31|87
31|78
31|38
31|19
31|52
31|35
31|26
31|61
31|41
