97983,50053
97983,51272
98081,51272
98081,52481
97881,52481
97881,53667
97463,53667
97463,54904
97700,54904
97700,56059
97159,56059
97159,57282
97184,57282
97184,58545
97373,58545
97373,59685
96864,59685
96864,60915
96799,60915
96799,62109
96555,62109
96555,63248
96107,63248
96107,64456
95897,64456
95897,65545
95315,65545
95315,66585
94629,66585
94629,67764
94328,67764
94328,69172
94540,69172
94540,69995
93389,69995
93389,71085
92864,71085
92864,72330
92633,72330
92633,73150
91598,73150
91598,74517
91543,74517
91543,75344
90561,75344
90561,76326
89848,76326
89848,77330
89173,77330
89173,78233
88358,78233
88358,79634
88196,79634
88196,80222
86980,80222
86980,81182
86240,81182
86240,81977
85314,81977
85314,82797
84425,82797
84425,84002
83926,84002
83926,84700
82911,84700
82911,85398
81909,85398
81909,86349
81134,86349
81134,87579
80571,87579
80571,87721
79130,87721
79130,88715
78362,88715
78362,89085
77139,89085
77139,89746
76131,89746
76131,90468
75161,90468
75161,91174
74176,91174
74176,91774
73125,91774
73125,92221
71994,92221
71994,93245
71153,93245
71153,93376
69871,93376
69871,94012
68828,94012
68828,94197
67597,94197
67597,95225
66692,95225
66692,95453
65479,95453
65479,96056
64393,96056
64393,96311
63195,96311
63195,96574
62003,96574
62003,96897
60827,96897
60827,97188
59642,97188
59642,97543
58466,97543
58466,97614
57239,97614
57239,97808
56034,97808
56034,98242
54851,98242
54851,97860
53590,97860
53590,97999
52380,97999
52380,97943
51161,97943
51161,98011
49946,98011
49946,97582
48741,97582
48741,97833
47520,97833
47520,98238
46272,98238
46272,97470
45119,97470
45119,97392
43910,97392
43910,97537
42663,97537
42663,97352
41458,97352
41458,96921
40302,96921
40302,96676
39113,96676
39113,95972
38042,95972
38042,96219
36719,96219
36719,95665
35616,95665
35616,95612
34352,95612
34352,94722
33379,94722
33379,94853
32025,94853
32025,94480
30853,94480
30853,93502
29952,93502
29952,92871
28910,92871
28910,92515
27731,92515
27731,91799
26738,91799
26738,91502
25506,91502
25506,90321
24804,90321
24804,89940
23612,89940
23612,89318
22568,89318
22568,88844
21408,88844
21408,87806
20668,87806
20668,87179
19615,87179
19615,86059
18974,86059
18974,85374
17968,85374
17968,85086
16572,85086
16572,84247
15675,84247
15675,82863
15350,82863
15350,82289
14179,82289
14179,81123
13663,81123
13663,80392
12641,80392
12641,79291
12070,79291
12070,78161
11559,78161
11559,77180
10855,77180
10855,76109
10287,76109
10287,75380
9178,75380
9178,74344
8538,74344
8538,73348
7823,73348
7823,72044
7683,72044
7683,71181
6695,71181
6695,70140
6035,70140
6035,68827
5991,68827
5991,67926
4976,67926
4976,66458
5407,66458
5407,65420
4719,65420
4719,64239
4438,64239
4438,63139
3886,63139
3886,61904
3809,61904
3809,60688
3703,60688
3703,59515
3433,59515
3433,58489
2329,58489
2329,57220
2513,57220
2513,55953
2832,55953
2832,54799
2271,54799
2271,53566
2459,53566
2459,52356
2488,52356
2488,51169
1723,51169
1723,50049
94523,50049
94523,48719
1595,48719
1595,47536
2482,47536
2482,46321
2403,46321
2403,45095
2296,45095
2296,43921
2695,43921
2695,42719
2828,42719
2828,41562
3222,41562
3222,40224
2699,40224
2699,39079
3177,39079
3177,37999
3864,37999
3864,36807
4089,36807
4089,35632
4386,35632
4386,34312
4272,34312
4272,33177
4733,33177
4733,32241
5686,32241
5686,31119
6137,31119
6137,29806
6179,29806
6179,28704
6707,28704
6707,27769
7556,27769
7556,26633
8011,26633
8011,25738
8891,25738
8891,24700
9512,24700
9512,23669
10145,23669
10145,22498
10581,22498
10581,21360
11090,21360
11090,20367
11806,20367
11806,19399
12557,19399
12557,18748
13678,18748
13678,17795
14434,17795
14434,17156
15525,17156
15525,16203
16278,16203
16278,14843
16655,14843
16655,14097
17636,14097
17636,13533
18765,13533
18765,12579
19557,12579
19557,11698
20420,11698
20420,11198
21574,11198
21574,10215
22375,10215
22375,9824
23586,9824
23586,9644
24908,9644
24908,8223
25470,8223
25470,8297
26914,8297
26914,7806
28020,7806
28020,6450
28698,6450
28698,6062
29871,6062
29871,6055
31199,6055
31199,4999
32082,4999
32082,4796
33315,4796
33315,4678
34565,4678
34565,3911
35596,3911
35596,3859
36853,3859
36853,3456
38004,3456
38004,3106
39173,3106
39173,2804
40356,2804
40356,2389
41521,2389
41521,2607
42793,2607
42793,2571
44013,2571
44013,2428
45216,2428
45216,2447
46432,2447
46432,1680
47603,1680
47603,2021
48837,2021
48837,1869
50053,1869
50053,1772
51276,1772
51276,1690
52504,1690
52504,1887
53717,1887
53717,2639
54869,2639
54869,2254
56135,2254
56135,2213
57375,2213
57375,2636
58543,2636
58543,2935
59726,2935
59726,2834
61000,2834
61000,3779
62022,3779
62022,3627
63324,3627
63324,4588
64303,4588
64303,4285
65682,4285
65682,5393
66577,5393
66577,5783
67719,5783
67719,5911
68978,5911
68978,6592
70003,6592
70003,6589
71354,6589
71354,7560
72228,7560
72228,7995
73375,7995
73375,8613
74425,8613
74425,9716
75171,9716
75171,9581
76702,9581
76702,10462
77584,10462
77584,11001
78704,11001
78704,12151
79364,12151
79364,13033
80210,13033
80210,13724
81211,13724
81211,14446
82193,14446
82193,14993
83350,14993
83350,16232
83843,16232
83843,17156
84628,17156
84628,17876
85635,17876
85635,18745
86489,18745
86489,19461
87537,19461
87537,20583
88090,20583
88090,21887
88373,21887
88373,22683
89339,22683
89339,23695
90010,23695
90010,24470
91059,24470
91059,25842
91143,25842
91143,26911
91707,26911
91707,27994
92241,27994
92241,28841
93256,28841
93256,29905
93862,29905
93862,31201
93941,31201
93941,32160
94806,32160
94806,33405
94959,33405
94959,34485
95554,34485
95554,35605
96058,35605
96058,36871
96077,36871
96077,37993
96585,37993
96585,39275
96451,39275
96451,40374
97105,40374
97105,41575
97306,41575
97306,42763
97591,42763
97591,43998
97544,43998
97544,45175
97975,45175
97975,46393
98073,46393
98073,47615
98070,47615
98070,48828
98354,48828
98354,50053
